# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
mixed acid fermentation|FERMENTATION-PWY|||0.16114277|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=FERMENTATION-PWY
L-lysine biosynthesis VI|PWY-5097|L-lysine Biosynthesis|LYSINE-SYN|0.1637036|1.7142857|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5097
6-hydroxymethyl-dihydropterin diphosphate biosynthesis I|PWY-6147|6-Hydroxymethyl-Dihydropterin Diphosphate Biosynthesis|6-HM-Dihydropterin-PP-Biosynthesis|0.1697266|1.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6147
formaldehyde assimilation I (serine pathway)|PWY-1622|Formaldehyde Assimilation|Formaldehyde-Assimilation|0.1711318|0.61538464|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1622
trans, trans-farnesyl diphosphate biosynthesis|PWY-5123|All-Trans-Farnesyl-PP-Biosynthesis|All-Trans-Farnesyl-PP-Biosynthesis|0.17275839|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5123
pyrroloquinoline quinone biosynthesis|PWY-6420|||0.17600001|0.14285715|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6420
alginate degradation|PWY-6986|||0.17600001|0.16666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6986
glycolysis III (from glucose)|ANAGLYCOLYSIS-PWY|Glycolysis|GLYCOLYSIS-VARIANTS|0.184774|0.9|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ANAGLYCOLYSIS-PWY
beta-alanine biosynthesis II|PWY-3941|beta Alanine Biosynthesis|Beta-Alanine-Biosynthesis|0.18813352|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3941
androstenedione degradation|PWY-6944|||0.18857144|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6944
thiazole biosynthesis II (aerobic bacteria)|PWY-6891|Thiazole Biosynthesis|Thiazole-Biosynthesis|0.19434936|0.85714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6891
thiazole biosynthesis I (facultative anaerobic bacteria)|PWY-6892|Thiazole Biosynthesis|Thiazole-Biosynthesis|0.19434938|1.1428572|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6892
glycolysis I (from glucose 6-phosphate)|GLYCOLYSIS|Glycolysis|GLYCOLYSIS-VARIANTS|0.19937159|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOLYSIS
gluconeogenesis I|GLUCONEO-PWY|Gluconeogenesis|Gluconeogenesis|0.2083131|0.9230769|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONEO-PWY
guanosine nucleotides degradation III|PWY-6608|Guanosine Nucleotides Degradation|Guanosine-Nucleotides-Degradation|0.20941348|2.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6608
L-lactaldehyde degradation (aerobic)|PWY0-1317|Lactaldehyde Degradation|Lactaldehyde-Degradation|0.21156943|0.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1317
D-arginine degradation|PWY-6422|||0.21156943|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6422
UDP-N-acetyl-alpha-D-mannosaminouronate biosynthesis|PWY-7335|||0.21156943|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7335
guanine and guanosine salvage|PWY-6620|Guanine and Guanosine Salvage|Guanine-Guanosine-Salvage|0.21156943|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6620
guanine and guanosine salvage II|PWY-6599|Guanine and Guanosine Salvage|Guanine-Guanosine-Salvage|0.21156943|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6599
partial TCA cycle (obligate autotrophs)|PWY-5913|TCA cycle|TCA-VARIANTS|0.2125432|1.9090909|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5913
ubiquinol-10 biosynthesis (prokaryotic)|PWY-5857|||0.21578471|0.375|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5857
ubiquinol-9 biosynthesis (prokaryotic)|PWY-5856|||0.21578471|0.375|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5856
ubiquinol-7 biosynthesis (prokaryotic)|PWY-5855|||0.21578471|0.375|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5855
L-lysine degradation V|PWY-5283|L-lysine Degradation|LYSINE-DEG|0.21578471|0.44444445|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5283
glucose and glucose-1-phosphate degradation|GLUCOSE1PMETAB-PWY|||0.21954474|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCOSE1PMETAB-PWY
selenate reduction|PWY-6932|||0.22000001|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6932
TCA cycle VIII (helicobacter)|REDCITCYC|TCA cycle|TCA-VARIANTS|0.22439939|1.5555556|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=REDCITCYC
TCA cycle I (prokaryotic)|TCA|TCA cycle|TCA-VARIANTS|0.22590849|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=TCA
TCA cycle IV (2-oxoglutarate decarboxylase)|P105-PWY|TCA cycle|TCA-VARIANTS|0.22821778|1.7272727|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P105-PWY
glycine biosynthesis I|GLYSYN-PWY|Glycine Biosynthesis|GLYCINE-SYN|0.23316875|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYSYN-PWY
geranyl diphosphate biosynthesis|PWY-5122|||0.23575187|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5122
4-hydroxyphenylpyruvate biosynthesis|PWY-5886|||0.23575187|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5886
L-aspartate degradation I|ASPARTATE-DEG1-PWY|L-aspartate Degradation|ASPARTATE-DEG|0.2392438|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATE-DEG1-PWY
D-mannose degradation|MANNCAT-PWY|||0.2392438|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MANNCAT-PWY
L-aspartate biosynthesis|ASPARTATESYN-PWY|L-aspartate Biosynthesis|ASPARTATE-SYN|0.2392438|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARTATESYN-PWY
L-glutamine degradation I|GLUTAMINDEG-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.2392438|9.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINDEG-PWY
N10-formyl-tetrahydrofolate biosynthesis|1CMET2-PWY|||0.23929814|1.4444444|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=1CMET2-PWY
succinate to cytochrome bo oxidase electron transfer|PWY0-1329|||0.23994982|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1329
urea cycle|PWY-4984|||0.2400184|1.2|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4984
arginine dependent acid resistance|PWY0-1299|||0.24414779|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1299
L-lysine degradation I|PWY0-461|L-lysine Degradation|LYSINE-DEG|0.24414779|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-461
glyoxylate cycle|GLYOXYLATE-BYPASS|||0.2445028|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYOXYLATE-BYPASS
alginate biosynthesis II (bacterial)|PWY-6082|Alginate Biosynthesis|Alginate-Biosynthesis|0.2466111|0.5714286|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6082
ethylene biosynthesis III (microbes)|PWY-6854|Ethylene Biosynthesis|Ethylene-Biosynthesis|0.2483669|0.42857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6854
pentose phosphate pathway (non-oxidative branch)|NONOXIPENT-PWY|Pentose Phosphate Pathways|Pentose-Phosphate-Cycle|0.24978836|1.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NONOXIPENT-PWY
UDP-D-galactose biosynthesis|PWY-7344|||0.25138244|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7344
acetate conversion to acetyl-CoA|PWY0-1313|||0.25138244|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1313
L-glutamine biosynthesis I|GLNSYN-PWY|L-glutamine Biosynthesis|GLUTAMINE-SYN|0.25138244|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLNSYN-PWY
L-alanine biosynthesis III|PWY0-1021|L-alanine Biosynthesis|ALANINE-SYN|0.25138244|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1021
S-adenosyl-L-methionine cycle II|PWY-5041|S-adenosyl-L-methionine cycle|S-adenosyl-L-methionine-cycle|0.2519715|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5041
L-isoleucine degradation I|ILEUDEG-PWY|L-isoleucine Degradation|ISOLEUCINE-DEG|0.25226074|1.3333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUDEG-PWY
glycerol-3-phosphate to cytochrome bo oxidase electron transfer|PWY0-1561|||0.25346655|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1561
UDP-glucose biosynthesis|PWY-7343|||0.25456655|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7343
ethanol degradation II|PWY66-21|Ethanol Degradation|Ethanol-Degradation|0.2556915|2.3333333|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY66-21
4-aminobutanoate degradation II|PWY-6537|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.2570839|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6537
succinate to cytochrome bd oxidase electron transfer|PWY0-1353|||0.25913757|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1353
L-proline biosynthesis I|PROSYN-PWY|L-proline Biosynthesis|PROLINE-SYN|0.26278535|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROSYN-PWY
L-alanine biosynthesis II|ALANINE-SYN2-PWY|L-alanine Biosynthesis|ALANINE-SYN|0.26278535|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ALANINE-SYN2-PWY
L-glutamate biosynthesis III|GLUTSYNIII-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.26278535|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYNIII-PWY
S-adenosyl-L-methionine biosynthesis|SAM-PWY|||0.26278535|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SAM-PWY
L-glutamate degradation I|GLUTAMATE-DEG1-PWY|L-glutamate Degradation|GLUTAMATE-DEG|0.26278535|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMATE-DEG1-PWY
pyrimidine deoxyribonucleotides de novo biosynthesis I|PWY-7184|Pyrimidine Deoxyribonucleotides De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.2690025|1.5555556|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7184
pyrimidine deoxyribonucleotides de novo biosynthesis II|PWY-7187|Pyrimidine Deoxyribonucleotides De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.27277657|1.2857143|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7187
glycolate and glyoxylate degradation II|GLYOXDEG-PWY|Glycolate Degradation|Glycolate-Degradation|0.28060284|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYOXDEG-PWY
tetrahydromonapterin biosynthesis|PWY0-1433|||0.28103694|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1433
D-galacturonate degradation II|PWY-6486|D-Galacturonate Degradation|D-Galacturonate-Degradation|0.28133422|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6486
L-serine degradation|SERDEG-PWY|||0.2825233|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SERDEG-PWY
formate oxidation to CO2|PWY-1881|||0.2825233|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1881
long-chain fatty acid activation|PWY-5143|||0.2825233|9.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5143
L-proline degradation|PROUT-PWY|L-proline Degradation|PROLINE-DEG|0.2825233|0.6666667|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROUT-PWY
putrescine biosynthesis I|PWY-40|Putrescine Biosynthesis|Putrescine-Biosynthesis|0.2830548|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-40
L-arginine degradation III (arginine decarboxylase/agmatinase pathway)|PWY0-823|L-arginine Degradation|ARGININE-DEG|0.2830548|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-823
4-aminobutanoate degradation I|PWY-6535|4-Aminobutanoate Degradation|4-Aminobutyraye-Degradation|0.28667217|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6535
GDP-mannose biosynthesis|PWY-5659|||0.2923321|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5659
atrazine degradation I (aerobic)|P141-PWY|Atrazine Degradation|Atrazine-Degradation|0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P141-PWY
L-proline betaine degradation|P561-PWY|||0.29333335|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P561-PWY
peptidoglycan maturation (meso-diaminopimelate containing)|PWY0-1586|Peptidoglycan Biosynthesis|Peptidoglycan-Biosynthesis|0.29333335|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1586
NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde|PWY-5653|NAD Biosynthesis|NAD-SYN|0.2956695|0.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5653
adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I|PWY-5509|Adenosylcobalamin Biosynthesis from Cobyrinate Diamide|B12-Biosynthesis-From-Cobyrinate-Diamide|0.29715124|1.125|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5509
glutaryl-CoA degradation|PWY-5177|||0.29717565|1.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5177
creatinine degradation I|CRNFORCAT-PWY|Creatinine Degradation|Creatinine-Degradation|0.30049047|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=CRNFORCAT-PWY
L-isoleucine biosynthesis I (from threonine)|ILEUSYN-PWY|L-isoleucine Biosynthesis|ISOLEUCINE-SYN|0.3029713|2.2857144|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ILEUSYN-PWY
UDP-N-acetyl-D-glucosamine biosynthesis I|UDPNAGSYN-PWY|UDP-N-acetyl-D-glucosamine Biosynthesis|UDP-NAc-Glucosamine-Biosynthesis|0.31480166|1.2|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=UDPNAGSYN-PWY
D-galactarate degradation II|PWY-6497|D-Galactarate Degradation|D-Galactarate-Degradation|0.31660333|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6497
D-glucarate degradation II|PWY-6499|D-Glucarate Degradation|D-Glucarate-Degradation|0.31660333|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6499
L-phenylalanine biosynthesis I|PHESYN|L-phenylalanine Biosynthesis|PHENYLALANINE-SYN|0.31660333|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PHESYN
D-gluconate degradation|GLUCONSUPER-PWY|||0.32196188|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUCONSUPER-PWY
4-hydroxybenzoate biosynthesis II (microbes)|PWY-5755|4-Hydroxybenzoate Biosynthesis|4-Hydroxybenzoate-Biosynthesis|0.32196188|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5755
acetoacetate degradation (to acetyl CoA)|ACETOACETATE-DEG-PWY|||0.32487434|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ACETOACETATE-DEG-PWY
urate biosynthesis/inosine 5'-phosphate degradation|PWY-5695|Purine Nucleotides Degradation|Purine-Degradation|0.32505786|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5695
dimethyl sulfide degradation II (oxidation)|PWY-6059|Dimethylsulfide Degradation|Dimethylsulfide-Degradation|0.3257847|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6059
tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate|PWY-6613|||0.32944536|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6613
spermidine biosynthesis II|PWY-6559|Spermidine Biosynthesis|Spermidine-Biosynthesis|0.33787593|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6559
NAD phosphorylation and transhydrogenation|NADPHOS-DEPHOS-PWY-1|||0.34296212|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NADPHOS-DEPHOS-PWY-1
D-glucuronate degradation II|PWY-6501|D-Glucuronate Degradation|D-Glucuronate-Degradation|0.3516678|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6501
L-lysine degradation IV|PWY-5280|L-lysine Degradation|LYSINE-DEG|0.35200003|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5280
Lipid A-core biosynthesis|LIPA-CORESYN-PWY|||0.35200003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=LIPA-CORESYN-PWY
chitin degradation II|PWY-6902|Chitin Degradation|Chitin-Degradation|0.35200003|0.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6902
glycine betaine biosynthesis I (Gram-negative bacteria)|BETSYN-PWY|Betaine Biosynthesis|Betaine-Biosynthesis|0.3528311|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BETSYN-PWY
beta-alanine degradation II|PWY-1781|beta-Alanine Degradation|Beta-Alanine-Degradation|0.3528311|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1781
choline degradation I|CHOLINE-BETAINE-ANA-PWY|Choline Degradation|Choline-Degradation|0.3528311|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=CHOLINE-BETAINE-ANA-PWY
fatty acid beta-oxidation I|FAO-PWY|||0.35323873|5.285714|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=FAO-PWY
pyridoxal 5'-phosphate salvage I|PLPSAL-PWY|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.35454497|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PLPSAL-PWY
2-oxoglutarate decarboxylation to succinyl-CoA|PWY-5084|||0.35568753|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5084
L-arginine biosynthesis II (acetyl cycle)|ARGSYNBSUB-PWY|L-arginine Biosynthesis|ARGININE-SYN|0.35859153|1.5555556|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGSYNBSUB-PWY
NAD phosphorylation and dephosphorylation|NADPHOS-DEPHOS-PWY|||0.3696877|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=NADPHOS-DEPHOS-PWY
thiamine diphosphate biosynthesis II (Bacillus)|PWY-6893|Thiamine Diphosphate Biosynthesis|Thiamin-Diphosphate-Biosynthesis|0.37255037|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6893
guanosine deoxyribonucleotides de novo biosynthesis I|PWY-7226|Guanosine Deoxyribonucleotides De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|0.37255037|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7226
adenosine deoxyribonucleotides de novo biosynthesis|PWY-7227|Adenosine Deoxyribonucleotides De Novo Biosynthesis|Adenosine-Deoxy-Denovo-Bbiosynthesis|0.37255037|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7227
CDP-diacylglycerol biosynthesis I|PWY-5667|CDP-diacylglycerol Biosynthesis|CDP-diacylglycerol-Biosynthesis|0.3725504|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5667
inosine-5'-phosphate biosynthesis I|PWY-6123|Inosine-5'-phosphate Biosynthesis|IMP-Biosynthesis|0.3725504|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6123
5,6-dimethylbenzimidazole biosynthesis I (aerobic)|PWY-5523|5,6-Dimethylbenzimidazole Biosynthesis|DMB-Biosynthesis|0.37626705|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5523
2-oxoisovalerate decarboxylation to isobutanoyl-CoA|PWY-5046|||0.37626705|4.6666665|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5046
